id,name,brand,model,price_inr,price_segment,cpu,cpu_generation,ram_gb,ram_upgradeable,storage,storage_upgradeable,gpu,gpu_type,screen_size,screen_resolution,display_type,refresh_rate,battery_wh,estimated_battery_score,weight_kg,estimated_portability_score,gaming_score,future_proof_score,ai_ml_score,coding_score,mba_score,marketing_score,design_score,mechanical_score,civil_score,electronics_score,best_for,pros,cons,india_availability,purchase_links,last_verified_date,major_fit,community_sentiment
116,HP OmniBook X 14 (Snapdragon),HP,OmniBook X 14 (Snapdragon),104990,Upper Mid,Snapdragon X Elite,Snapdragon X,16,false,512 GB SSD,true,Qualcomm Adreno,Integrated,14.0,2240x1400 2.2K,IPS,60,59,9.3,1.35,8.3,4.0,6.7,4.4,8.1,8.9,8.5,6.0,5.7,6.1,6.5,"MBA & business, marketing & media, programming & development",Outstanding battery; cool/quiet; Copilot+,ARM compatibility; no dGPU; no OLED,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OmniBook+X+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OmniBook+X+14+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Excellent
117,HP Pavilion Plus 16 OLED,HP,Pavilion Plus 16 OLED,109990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,2880x1800 2.8K,OLED,120,71,8.6,1.8,6.9,4.8,6.6,4.5,7.8,7.9,8.7,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Big OLED 120Hz; upgradeable; strong CPU,No dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Pavilion+Plus+16+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Pavilion+Plus+16+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
118,HP Envy x360 14 OLED,HP,Envy x360 14 OLED,109990,Upper Mid,Intel Core Ultra 7 155U,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Graphics,Integrated,14.0,2880x1800 2.8K,OLED,60,59,7.8,1.44,7.8,3.5,5.6,4.5,7.6,8.0,8.7,7.2,5.5,5.9,6.4,"marketing & media, MBA & business, programming & development",Convertible OLED; pen support; upgradeable,U-series GPU; no dGPU,Available,Amazon: https://www.amazon.in/s?k=HP+Envy+x360+14+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Envy+x360+14+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
119,HP Victus 16 (i7 RTX5060),HP,Victus 16 (i7 RTX5060),124990,Premium,Intel Core i7-14650HX,14th Gen,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.1,1920x1080 FHD,IPS,144,70,4.0,2.37,3.4,7.9,8.1,7.7,6.8,3.8,5.2,7.4,7.6,8.0,7.7,"civil engineering (AutoCAD), gaming, AI/ML & deep learning",RTX 5060; strong HX CPU; CUDA,Heavy; FHD only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Victus+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Victus+16+laptop,2026-06-15,AI/ML; Mechanical; Civil; Electronics; Design,Excellent
120,HP OMEN 16 (i7 RTX5050),HP,OMEN 16 (i7 RTX5050),124990,Premium,Intel Core i7-14650HX,14th Gen,24,true,1 TB SSD,true,NVIDIA GeForce RTX 5050,Dedicated,16.1,1920x1080 FHD,IPS,144,83,4.8,2.35,3.6,7.3,8.6,8.1,7.5,4.1,5.6,7.1,7.8,7.9,8.1,"AI/ML & deep learning, electronics & simulation, civil engineering (AutoCAD)",OMEN cooling; 24GB; CUDA; 144Hz,Heavy; FHD only; gamer look,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+16+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
121,HP OMEN 16 (Ryzen AI RTX5050),HP,OMEN 16 (Ryzen AI RTX5050),124990,Premium,AMD Ryzen AI 7 350,Ryzen AI 300,24,true,1 TB SSD,true,NVIDIA GeForce RTX 5050,Dedicated,16.0,1920x1200 WUXGA,IPS,165,83,4.8,2.44,3.6,7.5,9.1,8.1,7.5,4.1,5.6,7.1,7.8,7.8,8.1,"AI/ML & deep learning, electronics & simulation, mechanical engineering (CAD/CAE)",Strong NPU; RTX 5050; 165Hz; CUDA,Heavy; FHD+ only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+16+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
122,HP OmniBook Ultra 14 (Ryzen AI),HP,OmniBook Ultra 14 (Ryzen AI),134990,Premium,AMD Ryzen AI 9 365,Ryzen AI 300,16,false,1 TB SSD,true,AMD Radeon 880M,Integrated,14.0,2240x1400 2.2K,OLED,60,59,7.0,1.35,7.5,4.4,7.4,4.6,7.8,8.0,8.4,7.7,6.0,6.8,7.0,"marketing & media, MBA & business, programming & development",Ryzen AI NPU; 2.2K OLED; strong iGPU; premium build,Soldered RAM; 60Hz; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OmniBook+Ultra+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OmniBook+Ultra+14+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Design; Medical; Finance; Humanities,Good
123,HP EliteBook 840 G11,HP,EliteBook 840 G11,139990,Premium,Intel Core Ultra 7 155U,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,56,7.0,1.36,7.5,3.6,5.6,4.5,7.7,7.7,7.2,5.5,5.5,5.9,6.4,"programming & development, MBA & business, marketing & media",Business-grade; secure; upgradeable; great keyboard,No dGPU; plain display; pricey,Available,Amazon: https://www.amazon.in/s?k=HP+EliteBook+840+G11+laptop | Flipkart: https://www.flipkart.com/search?q=HP+EliteBook+840+G11+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Average
124,HP OMEN 16 (RTX5060 Ryzen),HP,OMEN 16 (RTX5060 Ryzen),154990,Premium,AMD Ryzen 9 8945HX,Ryzen 8040,16,true,1 TB SSD,true,NVIDIA GeForce RTX 5060,Dedicated,16.1,2560x1440 QHD,IPS,240,83,4.8,2.4,3.6,8.2,8.1,7.8,7.1,4.1,5.9,7.7,7.8,8.3,7.9,"civil engineering (AutoCAD), gaming, electronics & simulation",QHD 240Hz; RTX5060; strong Ryzen HX; good cooling,Heavy; loud fans; mediocre battery,Widely Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+16+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
125,HP Spectre x360 14 OLED,HP,Spectre x360 14 OLED,164990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.0,2880x1800 2.8K,OLED,60,68,8.6,1.44,8.1,4.3,6.2,4.5,8.0,8.6,9.0,7.6,6.0,6.4,6.6,"marketing & media, MBA & business, programming & development",Premium convertible; gorgeous OLED; pen,Soldered RAM; no dGPU; pricey,Widely Available,Amazon: https://www.amazon.in/s?k=HP+Spectre+x360+14+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=HP+Spectre+x360+14+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
126,HP EliteBook 1040 G11 OLED,HP,EliteBook 1040 G11 OLED,174990,Premium,Intel Core Ultra 7 165U,Core Ultra Series 1,16,false,1 TB SSD,true,Intel Graphics,Integrated,14.0,2880x1800 2.8K,OLED,60,64,7.8,1.27,8.3,3.6,5.2,4.5,7.9,8.3,8.8,7.2,5.5,5.9,6.4,"marketing & media, MBA & business, programming & development",Premium business; OLED; light; secure,Soldered RAM; no dGPU; expensive,Available,Amazon: https://www.amazon.in/s?k=HP+EliteBook+1040+G11+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=HP+EliteBook+1040+G11+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
127,HP ZBook Firefly 14 G11,HP,ZBook Firefly 14 G11,174990,Premium,Intel Core Ultra 7 155H,Core Ultra Series 1,32,true,1 TB SSD,true,NVIDIA RTX A500,Dedicated,14.0,1920x1200 WUXGA,IPS,60,56,7.0,1.46,7.0,4.7,7.4,6.5,8.4,7.6,7.1,6.2,7.1,7.0,7.8,"programming & development, electronics & simulation, MBA & business",Mobile workstation; certified GPU; 32GB; upgradeable,Weak GPU for gaming; pricey; plain panel,Available,Amazon: https://www.amazon.in/s?k=HP+ZBook+Firefly+14+G11+laptop | Flipkart: https://www.flipkart.com/search?q=HP+ZBook+Firefly+14+G11+laptop,2026-06-15,Computer Science; Mechanical; Civil; Electronics; MBA; Marketing; Medical; Finance; Humanities,Good
128,HP OMEN Transcend 14,HP,OMEN Transcend 14,184990,Premium,Intel Core Ultra 9 185H,Core Ultra Series 1,32,false,1 TB SSD,true,NVIDIA GeForce RTX 4070,Dedicated,14.0,2880x1800 2.8K,OLED,120,71,4.0,1.63,5.3,7.8,6.9,8.5,7.8,5.2,6.8,9.2,8.9,8.9,9.1,"design & creative work, electronics & simulation, mechanical engineering (CAD/CAE)",Slim; OLED; RTX 4070; CUDA; portable gaming,Soldered RAM; thermal limits; pricey,Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+Transcend+14+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+Transcend+14+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
129,HP OMEN 16 (RTX5070),HP,OMEN 16 (RTX5070),189990,Premium,Intel Core i7-14700HX,14th Gen,32,true,1 TB SSD,true,NVIDIA GeForce RTX 5070,Dedicated,16.1,2560x1440 QHD,IPS,240,83,4.8,2.35,3.6,8.8,8.9,8.3,7.9,4.6,5.9,8.0,8.9,8.8,8.9,"mechanical engineering (CAD/CAE), electronics & simulation, gaming",RTX 5070; QHD 240Hz; 32GB; render/AI,Heavy; loud; expensive,Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+16+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+16+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
130,HP OMEN 17 (RTX5080),HP,OMEN 17 (RTX5080),289990,Premium,Intel Core i9-14900HX,14th Gen,32,true,2 TB SSD,true,NVIDIA GeForce RTX 5080,Dedicated,17.3,2560x1440 QHD,IPS,240,97,5.6,3.0,3.3,9.4,8.9,9.4,8.2,4.7,6.0,8.4,9.4,9.3,9.1,"AI/ML & deep learning, gaming, mechanical engineering (CAD/CAE)",Desktop-class; RTX 5080; QHD 240Hz; upgradeable,Very heavy; expensive; loud,Available,Amazon: https://www.amazon.in/s?k=HP+OMEN+17+laptop | Flipkart: https://www.flipkart.com/search?q=HP+OMEN+17+laptop,2026-06-15,AI/ML; Computer Science; Mechanical; Civil; Electronics; Design,Excellent
131,Honor MagicBook X14 (i5),Honor,MagicBook X14 (i5),47990,Mid Range,Intel Core i5-12450H,12th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,14.0,1920x1080 FHD,IPS,60,60,7.0,1.4,7.5,3.3,5.6,4.0,6.7,7.2,7.2,5.4,4.8,4.8,5.5,"MBA & business, marketing & media, programming & development",16GB; metal build; light; great value,60Hz FHD; integrated graphics; service network,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+X14+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+X14+laptop,2026-06-15,MBA; Marketing; Medical; Finance; Humanities,Average
132,Honor MagicBook X16 (i5),Honor,MagicBook X16 (i5),49990,Mid Range,Intel Core i5-12450H,12th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,16.0,1920x1200 WUXGA,IPS,60,60,7.0,1.75,6.3,3.3,5.6,4.0,6.7,6.8,6.9,5.4,4.8,4.8,5.5,"marketing & media, MBA & business, programming & development",16-inch WUXGA; 16GB; metal; value,60Hz; integrated graphics; service network,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+X16+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+X16+laptop,2026-06-15,Humanities,Average
133,Honor MagicBook X16 Pro (Ultra5),Honor,MagicBook X16 Pro (Ultra5),61990,Mid Range,Intel Core Ultra 5 125H,Core Ultra Series 1,16,true,1 TB SSD,true,Intel Arc Graphics,Integrated,16.0,1920x1200 WUXGA,IPS,60,60,7.8,1.75,6.6,4.2,6.6,4.3,7.3,7.1,7.2,5.9,5.8,6.0,6.3,"programming & development, marketing & media, MBA & business",Arc iGPU; 1TB; 16GB; metal build; value,60Hz; no dGPU; service network,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+X16+Pro+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+X16+Pro+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
134,Honor MagicBook 5 (Ryzen 7),Honor,MagicBook 5 (Ryzen 7),74990,Mid Range,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,1 TB SSD,true,AMD Radeon 780M,Integrated,16.0,2520x1680 2.5K,IPS,120,75,8.6,1.65,6.9,4.8,7.4,4.5,7.9,7.9,8.0,6.4,6.0,6.5,6.7,"marketing & media, programming & development, MBA & business",2.5K 120Hz; strong 8-core; big battery; value,No dGPU; service network; no OLED,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+5+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+5+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
135,Honor MagicBook Pro 16 (Ryzen AI),Honor,MagicBook Pro 16 (Ryzen AI),99990,Upper Mid,AMD Ryzen AI 9 365,Ryzen AI 300,32,false,1 TB SSD,true,AMD Radeon 880M,Integrated,16.0,3072x1920 3K,IPS,165,75,8.6,1.85,6.3,4.8,8.2,5.2,8.8,7.6,7.5,6.2,6.0,7.2,8.0,"programming & development, electronics & simulation, MBA & business",3K 165Hz; Ryzen AI NPU; 32GB; strong iGPU,Soldered RAM; no dGPU; service network,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+Pro+16+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+Pro+16+laptop,2026-06-15,Computer Science; Civil; Electronics; MBA; Marketing; Medical; Finance; Humanities,Excellent
136,Honor MagicBook Art 14 OLED,Honor,MagicBook Art 14 OLED,109990,Upper Mid,Intel Core Ultra 7 155H,Core Ultra Series 1,32,false,1 TB SSD,true,Intel Arc Graphics,Integrated,14.6,3120x2080 3.1K,OLED (Touch),120,60,7.8,1.03,8.8,4.8,7.0,5.1,8.5,8.6,8.7,7.4,6.0,6.7,7.7,"marketing & media, MBA & business, programming & development",Ultra-light; stunning 3.1K OLED touch; 32GB,Soldered RAM; no dGPU; service network; pricey,Widely Available (online-first; thinner service network),Amazon: https://www.amazon.in/s?k=Honor+MagicBook+Art+14+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Honor+MagicBook+Art+14+OLED+laptop,2026-06-15,Computer Science; Electronics; MBA; Marketing; Design; Medical; Finance; Humanities,Excellent
137,Lenovo V15 G4 (AMN),Lenovo,V15 G4 (AMN),31490,Budget,AMD Ryzen 3 7320U,Ryzen 7020,8,false,512 GB SSD,true,AMD Radeon 610M,Integrated,15.6,1920x1080 FHD,TN,60,38,4.8,1.7,5.6,3.4,4.8,2.9,4.7,5.6,4.8,3.7,3.4,3.8,3.7,"everyday use, browsing & office work",Cheapest decent option; FHD,TN panel; soldered RAM; weak CPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+V15+G4+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+V15+G4+laptop,2026-06-15,Humanities,Poor
138,Lenovo IdeaPad Slim 1 (15AMN7),Lenovo,IdeaPad Slim 1 (15AMN7),32990,Budget,AMD Ryzen 5 7520U,Ryzen 7020,8,false,512 GB SSD,true,AMD Radeon 610M,Integrated,15.6,1920x1080 FHD,TN,60,38,4.8,1.6,6.2,3.4,4.3,3.4,5.3,5.8,5.0,3.7,3.9,4.7,4.4,"everyday use, browsing & office work",Very affordable; light,TN panel; soldered RAM; weak CPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+1+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+1+laptop,2026-06-15,Humanities,Poor
139,Lenovo IdeaPad Slim 3 (15IRH8),Lenovo,IdeaPad Slim 3 (15IRH8),35990,Budget,Intel Core i3-1305U,13th Gen,8,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,47,6.3,1.62,6.1,3.2,5.2,2.9,5.1,6.2,6.6,5.4,3.3,3.7,3.7,marketing & media,Reliable; FHD IPS; upgradeable,Entry CPU; 8GB to start,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+3+laptop,2026-06-15,Humanities,Poor
140,Lenovo IdeaPad Slim 3 (15ABR8),Lenovo,IdeaPad Slim 3 (15ABR8),38990,Budget,AMD Ryzen 5 7430U,Ryzen 7030,8,true,512 GB SSD,true,AMD Radeon Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,47,6.3,1.62,6.1,3.6,4.7,3.2,5.4,6.2,6.6,5.6,3.9,4.5,4.2,marketing & media,Popular student pick; upgradeable; good build,8GB to start; basic display,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+3+laptop,2026-06-15,Humanities,Poor
141,Lenovo IdeaPad Slim 3 (15AMN8),Lenovo,IdeaPad Slim 3 (15AMN8),43990,Budget,AMD Ryzen 5 7430U,Ryzen 7030,16,true,512 GB SSD,true,AMD Radeon Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,47,6.3,1.62,6.1,3.6,5.6,3.9,6.3,6.2,6.6,5.6,4.9,4.9,5.5,marketing & media,16GB value; bundled MS Office; sturdy,Old-gen CPU; integrated graphics,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+3+laptop,2026-06-15,Humanities,Average
142,Lenovo IdeaPad Slim 3 (15IAH8),Lenovo,IdeaPad Slim 3 (15IAH8),51990,Mid Range,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,47,5.6,1.62,5.9,3.3,6.0,4.0,6.4,6.2,6.3,5.4,4.8,4.9,5.6,"everyday use, browsing & office work",Strong i5; 16GB; upgradeable; great value,Integrated graphics; basic display,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+3+laptop,2026-06-15,Humanities,Average
143,Lenovo IdeaPad Slim 3 (15IRH10),Lenovo,IdeaPad Slim 3 (15IRH10),54990,Mid Range,Intel Core i5-13420H,13th Gen,16,true,512 GB SSD,true,Intel UHD Graphics,Integrated,15.6,1920x1080 FHD,IPS,60,47,5.6,1.6,6.5,3.3,6.0,4.0,6.4,6.4,6.5,5.4,4.8,4.9,5.6,marketing & media,16GB; upgradeable; reliable everyday performer,60Hz; integrated graphics; average display,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+3+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+3+laptop,2026-06-15,Humanities,Average
144,Lenovo Yoga Slim 6 (14ABR) OLED,Lenovo,Yoga Slim 6 (14ABR) OLED,61990,Mid Range,AMD Ryzen 5 8645HS,Ryzen 8040,16,false,512 GB SSD,true,AMD Radeon 760M,Integrated,14.0,1920x1200 WUXGA,OLED,60,60,7.0,1.35,7.5,4.0,7.0,4.3,7.2,7.6,8.0,7.2,5.6,5.9,6.2,"marketing & media, MBA & business, programming & development",Light; OLED; efficient,Soldered RAM; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+Slim+6+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+Slim+6+OLED+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
145,Lenovo ThinkBook 14 G7 (IML),Lenovo,ThinkBook 14 G7 (IML),61990,Mid Range,Intel Core Ultra 5 125U,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,60,7.8,1.38,7.8,3.6,5.6,4.2,7.5,7.9,7.6,5.5,5.2,5.4,6.0,"MBA & business, marketing & media, programming & development",Business build; upgradeable; good keyboard,No dGPU; modest GPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkBook+14+G7+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkBook+14+G7+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
146,Lenovo LOQ 15 (i5 RTX3050),Lenovo,LOQ 15 (i5 RTX3050),61990,Mid Range,Intel Core i5-12450HX,12th Gen,16,true,512 GB SSD,true,NVIDIA GeForce RTX 3050,Dedicated,15.6,1920x1080 FHD,IPS,144,60,3.2,2.4,3.1,6.6,5.8,5.8,6.1,3.4,4.9,6.6,6.2,6.3,6.4,"gaming, design & creative work",Best budget gaming; CUDA; upgradeable,Heavy; entry GPU; older CPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+LOQ+15+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+LOQ+15+laptop,2026-06-15,Humanities,Good
147,Lenovo Yoga Slim 6 (14IRH),Lenovo,Yoga Slim 6 (14IRH),64990,Mid Range,Intel Core i5-1340P,13th Gen,16,false,512 GB SSD,true,Intel Iris Xe,Integrated,14.0,1920x1200 WUXGA,OLED,60,60,7.0,1.35,7.5,3.8,5.6,4.1,7.0,7.6,8.0,7.1,5.2,5.3,5.8,"marketing & media, MBA & business, design & creative work",Light; OLED; good battery,Soldered RAM; integrated GPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+Yoga+Slim+6+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+Yoga+Slim+6+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
148,Lenovo IdeaPad Slim 5 (16ABR),Lenovo,IdeaPad Slim 5 (16ABR),67990,Mid Range,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,512 GB SSD,true,AMD Radeon 780M,Integrated,16.0,1920x1200 WUXGA,IPS,60,60,7.0,1.8,6.3,4.2,7.4,4.5,7.4,6.8,6.9,6.0,6.0,6.5,6.7,"programming & development, marketing & media, MBA & business",Strong 8-core CPU; 16-inch; upgradeable,No dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+5+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+5+laptop,2026-06-15,Computer Science; Medical; Finance,Good
149,Lenovo IdeaPad Slim 5i (14IMH),Lenovo,IdeaPad Slim 5i (14IMH),69990,Mid Range,Intel Core Ultra 5 225H,Core Ultra Series 2,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,57,7.8,1.46,7.3,4.2,7.1,4.3,7.5,7.8,7.4,5.9,5.8,6.1,6.4,"MBA & business, programming & development, marketing & media",New Core Ultra; upgradeable; portable,No OLED at base; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+5i+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+5i+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
150,Lenovo IdeaPad Slim 5 (14IRL),Lenovo,IdeaPad Slim 5 (14IRL),71990,Mid Range,Intel Core Ultra 5 125H,Core Ultra Series 1,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,OLED,60,57,7.8,1.46,7.3,4.2,6.6,4.3,7.4,7.8,8.2,7.3,5.8,6.0,6.3,"marketing & media, MBA & business, programming & development",OLED; Arc iGPU; upgradeable RAM; portable,Modest cooling; no dGPU,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+5+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+5+laptop,2026-06-15,Computer Science; MBA; Marketing; Design; Medical; Finance; Humanities,Good
151,Lenovo IdeaPad Slim 5 (16AHP) OLED,Lenovo,IdeaPad Slim 5 (16AHP) OLED,74990,Mid Range,AMD Ryzen 7 8845HS,Ryzen 8040,16,true,1 TB SSD,true,AMD Radeon 780M,Integrated,16.0,1920x1200 WUXGA,OLED,60,60,7.0,1.8,6.3,4.2,7.4,4.5,7.4,6.8,7.7,7.4,6.0,6.5,6.7,"marketing & media, programming & development, design & creative work",OLED; 8-core; 1TB; upgradeable,No dGPU; heavier,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+IdeaPad+Slim+5+OLED+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+IdeaPad+Slim+5+OLED+laptop,2026-06-15,Computer Science; Marketing; Design; Medical; Finance; Humanities,Good
152,Lenovo ThinkBook 14 G8 (Core Ultra 2),Lenovo,ThinkBook 14 G8 (Core Ultra 2),74990,Mid Range,Intel Core Ultra 5 225H,Core Ultra Series 2,16,true,512 GB SSD,true,Intel Arc Graphics,Integrated,14.0,1920x1200 WUXGA,IPS,60,60,7.8,1.38,7.8,4.3,7.1,4.3,7.6,7.9,7.6,5.9,5.8,6.1,6.4,"MBA & business, programming & development, marketing & media",Arrow Lake; upgradeable; clean business design; good ports,60Hz; no dGPU; modest display,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+ThinkBook+14+G8+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+ThinkBook+14+G8+laptop,2026-06-15,Computer Science; MBA; Marketing; Medical; Finance; Humanities,Good
153,Lenovo LOQ 15 (Ryzen RTX4050),Lenovo,LOQ 15 (Ryzen RTX4050),77990,Upper Mid,AMD Ryzen 7 7435HS,Ryzen 7035,16,true,512 GB SSD,true,NVIDIA GeForce RTX 4050,Dedicated,15.6,1920x1080 FHD,IPS,144,60,3.2,2.4,3.1,7.1,7.0,6.6,6.2,3.4,4.9,6.9,6.7,6.9,6.9,"gaming, design & creative work, civil engineering (AutoCAD)",RTX 4050 value; CUDA; popular,Heavy; FHD only; battery,Widely Available,Amazon: https://www.amazon.in/s?k=Lenovo+LOQ+15+laptop | Flipkart: https://www.flipkart.com/search?q=Lenovo+LOQ+15+laptop,2026-06-15,Humanities,Good
